Issuing Organization,Micro-credential Stack Name,Micro-credential Name,Competency Statement (Description),Badge Image Link (Badgr),Direct Link to MC on the platform,MC ID #,Audience,Education Standard,Topics
Clark County Education Association,Using Data to Inform School-Based Decisions,Understanding School-Based Data, Learner provides and justifies relevant data points to address a school-based goal. ,https://media.badgr.io/uploads/badges/5142bd2c-def1-4976-8428-903609bad376.png,https://microcredentials.digitalpromise.org/explore/understanding-school-based-data,Y87QKU,Administrator,ISTE Subject Matter,"Student Data,Rubric"
Clark County Education Association,Leading with Purpose,Leading with a Shared Purpose," Learner works with a team to create a process that moves toward a shared purpose (mission, vision, values, and goals) that is clearly communicated and collectively upheld. ",https://media.badgr.io/uploads/badges/9c95545b-a9ea-43ea-846e-863611ae8609.png,https://microcredentials.digitalpromise.org/explore/leading-with-a-shared-purpose,WC5KQ2,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead","Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership"
Clark County Education Association,Engaging Stakeholders in Effective Communication,Effective Stakeholder Engagement, Learner successfully executes a plan to engage a targeted group of stakeholders. ,https://media.badgr.io/uploads/badges/d8050bca-541f-4e87-a543-9d5766eee332.png,https://microcredentials.digitalpromise.org/explore/effective-stakeholder-engagement,VUC9XW,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Family Engagement"
Clark County Education Association,Engaging Stakeholders in Effective Communication,Identify Stakeholders,"Learner identifies an individual or group who has a vested interest in a project, goal, or need.",https://media.badgr.io/uploads/badges/932ee373-3513-47f9-b5c6-97cce4d801ef.png,https://microcredentials.digitalpromise.org/explore/identify-stakeholders,RXA82B,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Parent & Community Engagement,Communication Skills"
Consortium for School Networking,Student Data Privacy,Evaluating an Online Service Provider, School district leader robustly vets an online service provider. ,https://media.badgr.io/uploads/badges/edf64bf9-5b1f-4864-8067-4c25b18620f0.png,https://microcredentials.digitalpromise.org/explore/evaluating-an-online-service-provider,58EV0C,Administrator,ISTE Subject Matter,"Student Data,Student Privacy,Technology Planning & Infrastructure"
Consortium for School Networking,Digital Equity,Implementing a District Plan for Digital Equity, School district leader implements two or more goals that are outlined in their district plan for digital equity. ,https://media.badgr.io/uploads/badges/80a911ad-4fd5-4b32-93a1-a03ba02bce45.png,https://microcredentials.digitalpromise.org/explore/implementing-a-district-plan-for-digital-equity,NVFQRS,"Coach & Curriculum Designer & Teacher Lead,Administrator",ISTE Subject Matter,"Technology Planning & Infrastructure,Student Agency,Digital Divide"
Consortium for School Networking,Student Data Privacy,Foundations of Student Data Privacy, School district leader demonstrates understanding of the importance of protecting student data privacy and potential risks incurred from unprotected data. ,https://media.badgr.io/uploads/badges/9195c18a-8780-49a6-a16f-37e0c2b490a7.png,https://microcredentials.digitalpromise.org/explore/foundations-of-student-data-privacy,8PL0K6,Administrator,ISTE Subject Matter,"Student Data,Student Privacy,Technology Planning & Infrastructure"
Consortium for School Networking,Digital Equity,Creating a District Plan for Digital Equity, School district leader creates a district plan to promote digital equity. ,https://media.badgr.io/uploads/badges/411dba65-aeff-43d0-954c-52b73735ad5f.png,https://microcredentials.digitalpromise.org/explore/creating-a-district-plan-for-digital-equity,SRX3NP,Administrator,ISTE Subject Matter,"Technology Planning & Infrastructure,Student Agency,Digital Divide"
Consortium for School Networking,Digital Equity,Engaging Stakeholders to Address Gaps in Digital Equity, School district leader identifies key community stakeholders in promoting digital equity. ,https://media.badgr.io/uploads/badges/1158a6ca-723f-4886-8c41-c40854d5c306.png,https://microcredentials.digitalpromise.org/explore/engaging-stakeholders-to-address-gaps-in-digital-e,SEKTH7,"Coach & Curriculum Designer & Teacher Lead,Administrator",ISTE Subject Matter,"Parent & Community Engagement,Student Agency,Digital Divide"
Consortium for School Networking,Digital Equity,Foundations of Digital Equity: Understanding the Homework Gap, School district leader demonstrates an understanding of the importance of ensuring equitable access to digital technologies in an out-of-school context (the homework gap).,https://media.badgr.io/uploads/badges/a6db015b-3ea7-4bb3-8f79-3f3c0ac8bb30.png,https://microcredentials.digitalpromise.org/explore/foundations-of-digital-equity-understanding-the-ho,XE0K71,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Parent & Community Engagement,Student Agency,Digital Divide"
Consortium for School Networking,Student Data Privacy,Communicating with Parents and Community Stakeholders About Student Data Privacy," School district leader communicates a district's student data privacy policies to parents, teachers, and other stakeholders. ",https://media.badgr.io/uploads/badges/a1f1d25b-26fb-4ef4-9dc9-4e921b9b1217.png,https://microcredentials.digitalpromise.org/explore/communicating-with-parents-and-community-stakehold,1YZD79,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Student Data,Student Privacy,Parent & Community Engagement"
Consortium for School Networking,Student Data Privacy,"Professional Development for Administrators, Teachers, and Support Staff"," School district leader provides resources on professional development opportunities for administrators, teachers, and support staff. ",https://media.badgr.io/uploads/badges/1f63fcd6-9009-4a1a-9b59-ed4f02a079fb.png,https://microcredentials.digitalpromise.org/explore/professional-development-for-administrators-teache,JE7N1C,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Student Data,Student Privacy,Professional Development"
Consortium for School Networking,Student Data Privacy,Determining Your School District's Data Privacy Needs, School district leader identifies key district priorities that focus on ensuring student data privacy.,https://media.badgr.io/uploads/badges/9e31c09b-f284-4776-b824-d5b5864aa340.png,https://microcredentials.digitalpromise.org/explore/determining-your-school-districts-data-privacy-nee,2FZUKX,Administrator,ISTE Subject Matter,"Student Data,Student Privacy,Technology Planning & Infrastructure"
Consortium for School Networking,Digital Equity,Identifying Challenges in Ensuring Digital Equity, School district leader recognizes challenges in ensuring digital equity at the school district level.,https://media.badgr.io/uploads/badges/2a1d38ea-b544-459e-9e57-ed7e7b5e684e.png,https://microcredentials.digitalpromise.org/explore/identifying-challenges-in-ensuring-digital-equity,VSH89E,Administrator,ISTE Subject Matter,"Parent & Community Engagement,Student Agency,Digital Divide"
Creativity with Chromebooks,ShareFair STEM,Student Voice & Choice, Empowering student-centered learning in the classroom by allowing students to showcase their learning by solving challenges they are most passionate about and selecting the medium through which they present their solutions. ,https://media.badgr.io/uploads/badges/04b7f02c-0431-4446-84ee-da98e96ed2ca.png,https://microcredentials.digitalpromise.org/explore/student-voice-choice,2JRNK1,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Student Empowerment,Student Voices"
Digital Promise,Higher Order Questioning,The Link Between Probing Questions and Student Learning," Educator uses probing questions and encourages a culture of discourse in their classroom, resulting in increased overall learning gains. ",https://media.badgr.io/uploads/badges/730158be-df99-4829-863e-ddb78161a2df.png,https://microcredentials.digitalpromise.org/explore/the-link-between-probing-questions-and-student-l-2,N2WHYR,Classroom Educator,,Inquiry-Based Learning
Digital Promise,Deeper Learning - Social & Cross-cultural Interactions,Practicing Open-mindedness," Practicing open-mindedness involves actively searching for evidence against one's favored beliefs, values, plans, or goals, weighing such evidence fairly, and considering alternative perspectives to deepen one's understanding and empathy for diverse points of view. ",https://media.badgr.io/uploads/badges/25ac42dd-4644-486b-acf2-f73af5a96ac3.png,https://microcredentials.digitalpromise.org/explore/practicing-open-mindedness,G9SNQA,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Global Collaboration,Metacognition,Learning Sciences"
Digital Promise,Data Literacy,Understanding Data Types," Data-literate educators appreciate that data come in many forms and understand, in particular, that assessment data, while they are critically important, are just one of many types of data used in the classroom. They know where to find various types of data and how to communicate the headlines from the data, and they understand the uses and limitations of each form. ",https://media.badgr.io/uploads/badges/6aee84b3-f5fd-4980-9b5d-491f00f8954e.png,https://microcredentials.digitalpromise.org/explore/understanding-data-types,MWZNXB,Classroom Educator,ISTE Subject Matter,Student Data
Digital Promise,Unplugged Computing,Developing Computational Thinking Through Grounded Embodied Cognition, Educator incorporates computational thinking into instruction through grounded embodied cognition. ,https://media.badgr.io/uploads/badges/eaa413f1-4276-4f04-8918-96608e63b29b.png,https://microcredentials.digitalpromise.org/explore/developing-computational-thinking-through-grounded,W1JF3Z,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,Computational Thinking"
Digital Promise,Effective Coaching,Connecting & Sharing with Networks, Teacher leader uses the professional learning network (PLN) structure to get connected to fellow educators to improve their practice. ,https://media.badgr.io/uploads/badges/2653979d-f14a-401c-a3ad-2120d8996db9.png,https://microcredentials.digitalpromise.org/explore/connecting-sharing-with-networks,JW1CBX,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Learning Forward Subject Matter","Coaching & Teacher Support,PLNs"
Digital Promise,Data Literacy,Setting Goals for Students," Data-literate educators can set meaningful goals, invest in those goals, and celebrate successes to focus instruction and motivate themselves, their students, and their families. ",https://media.badgr.io/uploads/badges/84ac9fcb-c10e-4c6c-982c-5ccc23366cbe.png,https://microcredentials.digitalpromise.org/explore/setting-goals-for-students,76UNA0,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Student Agency,Student Motivation,Student Voices"
Digital Promise,Effective Coaching,Data-Driven Interventions, Teacher leader uses data to design an effective intervention with other educators. ,https://media.badgr.io/uploads/badges/d3cf78a6-a329-4938-b75a-2c99115a7e12.png,https://microcredentials.digitalpromise.org/explore/data-driven-interventions,89B1ZA,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Student Data,PLNs,Response to Intervention"
